,load_kW,pv_kW,wind_kW,ch_kW,dis_kW,grid_import_kW,soc_kWh,spill_kW,ren_potential_kW,ren_used_kW,battery_net_kW
2019-03-23 17:00:00,243.02662597139135,0.08729723389999999,354.78706139999997,0.0,0.0,0.0,75.984647,111.84773,354.8743586339,243.02662863389997,0.0
2019-03-23 18:00:00,280.80923986927615,0.0,317.47324977,36.664012,0.0,0.0,75.984647,0.0,317.47324977,317.47324977,-36.664012
2019-03-23 19:00:00,307.81905461480574,0.0,258.13817226,0.0,49.680881,0.0,111.72031,0.0,258.13817226,258.13817226,49.680881
2019-03-23 20:00:00,306.9614962792358,0.0,253.85625944999998,0.0,53.105235,0.0,60.748797,0.0,253.85625944999998,253.85625944999998,53.105235
2019-03-23 21:00:00,274.6424728998681,0.0,268.53710337,0.0,6.1053679,0.0,6.2639753,0.0,268.53710337,268.53710337,6.1053679
2019-03-23 22:00:00,225.98748017162603,0.0,270.37220886,0.0,0.0,0.0,0.0,44.38473,270.37220886,225.98747886,0.0
2019-03-23 23:00:00,162.40615148185287,0.0,256.9147686,0.0,0.0,0.0,0.0,94.508619,256.9147686,162.4061496,0.0
2019-03-24 00:00:00,109.61690884058099,0.0,234.89350272,0.0,0.0,0.0,0.0,125.2766,234.89350272,109.61690271999998,0.0
2019-03-24 01:00:00,83.09945384570089,0.0,208.59032403,0.0,0.0,0.0,0.0,125.49087,208.59032403,83.09945403,0.0
2019-03-24 02:00:00,72.46893068273238,0.0,190.23926913,0.0,0.0,0.0,0.0,117.77034,190.23926913,72.46892912999999,0.0
2019-03-24 03:00:00,66.92962598535922,0.0,171.88821423000002,0.0,0.0,0.0,0.0,104.95859,171.88821423000002,66.92962423000002,0.0
2019-03-24 04:00:00,75.96351180910341,0.0,170.05310874,0.0,0.0,0.0,0.0,94.089598,170.05310874,75.96351074,0.0
2019-03-24 05:00:00,95.80821051344063,0.5049083258,158.43077397,0.0,0.0,0.0,0.0,63.127473,158.93568229579998,95.80820929579997,0.0
2019-03-24 06:00:00,118.91205454130487,9.083631095,160.87758129,0.0,0.0,0.0,0.0,51.049159,169.96121238499998,118.91205338499998,0.0
2019-03-24 07:00:00,112.3279313086631,28.0979123923,152.31375567,0.0,0.0,0.0,0.0,68.083738,180.4116680623,112.32793006230001,0.0
2019-03-24 08:00:00,114.79643995772385,114.4915019522,208.59032403,0.0,0.0,0.0,0.0,208.28539,323.08182598220003,114.79643598220002,0.0
2019-03-24 09:00:00,111.87392136153446,161.311131939,294.22858023,0.0,0.0,0.0,0.0,343.66579,455.539712169,111.87392216899997,0.0
2019-03-24 10:00:00,100.0208972109124,164.98233453219999,339.49451565000004,0.0,0.0,0.0,0.0,404.45596,504.4768501822,100.02089018219999,0.0
2019-03-24 11:00:00,101.68275753014719,183.56956719879997,374.97322178999997,0.0,0.0,0.0,0.0,456.86004,558.5427889887999,101.68274898879986,0.0
2019-03-24 12:00:00,106.57075243118695,142.412460492,393.93597852,0.0,0.0,0.0,0.0,429.77769,536.348439012,106.57074901199996,0.0
2019-03-24 13:00:00,113.16732857264273,124.13430722109999,403.7232078,0.0,0.0,0.0,0.0,414.69019,527.8575150211,113.1673250211,0.0
2019-03-24 14:00:00,116.64689138207922,100.6891014572,406.17001512,0.0,0.0,0.0,0.0,390.21223,506.8591165772,116.64688657720001,0.0
2019-03-24 15:00:00,131.34384367420924,62.5850385522,385.3721529,0.0,0.0,0.0,0.0,316.61335,447.9571914522,131.34384145219997,0.0
2019-03-24 16:00:00,186.30172341406362,17.5844941691,349.28174492999995,0.0,0.0,0.0,0.0,180.56452,366.86623909909997,186.30171909909998,0.0
2019-03-24 17:00:00,242.87619851467116,0.1368443126,351.11685041999993,0.0,0.0,0.0,0.0,108.3775,351.2536947325999,242.8761947325999,0.0
2019-03-24 18:00:00,280.62768949047626,0.0,371.91471263999995,0.0,0.0,0.0,0.0,91.287025,371.91471263999995,280.62768764,0.0
2019-03-24 19:00:00,303.84530259018806,0.0,381.09024009,0.0,0.0,0.0,0.0,77.24494,381.09024009,303.84530009,0.0
2019-03-24 20:00:00,306.9488989060127,0.0,357.23386872,0.0,0.0,0.0,0.0,50.284972,357.23386872,306.94889672,0.0
2019-03-24 21:00:00,274.6103474186736,0.0,326.64877722,0.0,0.0,0.0,0.0,52.038432,326.64877722,274.61034522,0.0
2019-03-24 22:00:00,225.73679680344475,0.0,334.60090101000003,0.0,0.0,0.0,0.0,108.86411,334.60090101000003,225.73679101000005,0.0
2019-03-24 23:00:00,161.8098467562869,0.0,332.15409369,0.0,0.0,0.0,0.0,170.34425,332.15409369,161.80984369000004,0.0
2019-03-25 00:00:00,108.80309237666897,0.0,301.56900219,0.0,0.0,0.0,0.0,192.76591,301.56900219,108.80309219,0.0
2019-03-25 01:00:00,82.24618886010488,0.0,294.22858023,0.0,0.0,0.0,0.0,211.98239,294.22858023,82.24619022999997,0.0
2019-03-25 02:00:00,71.65729369515651,0.0,294.84028206,0.0,0.0,0.0,0.0,223.18299,294.84028206,71.65729206,0.0
2019-03-25 03:00:00,66.40284655491587,0.0,271.59561252,0.0,0.0,0.0,0.0,205.19277,271.59561252,66.40284251999998,0.0
2019-03-25 04:00:00,75.54304723433661,0.0,260.58497958,0.0,0.0,0.0,0.0,185.04193,260.58497958,75.54304957999997,0.0
2019-03-25 05:00:00,95.26438757804873,0.6629871007,249.57434663999996,0.0,0.0,0.0,0.0,154.97295,250.23733374069997,95.26438374069997,0.0
2019-03-25 06:00:00,118.46622086198578,30.6578447918,248.96264480999997,0.0,0.0,0.0,0.0,161.15427,279.6204896018,118.46621960179999,0.0
2019-03-25 07:00:00,112.0335712347053,67.37458949319999,275.87752532999997,0.0,0.0,0.0,0.0,231.21855,343.2521148232,112.03356482319998,0.0
2019-03-25 08:00:00,114.49357992605475,75.4861540918,288.11156193,0.0,0.0,0.0,0.0,249.10414,363.5977160218,114.49357602180001,0.0
2019-03-25 09:00:00,111.68317359259618,79.9713444065,308.90942415,0.0,0.0,0.0,0.0,277.1976,388.8807685565,111.6831685565,0.0
2019-03-25 10:00:00,100.16565802915835,114.2767979445,332.76579552,0.0,0.0,0.0,0.0,346.87694,447.0425934645,100.1656534645,0.0
2019-03-25 11:00:00,102.56178392603634,143.2453232911,337.65941016,0.0,0.0,0.0,0.0,378.34295,480.9047334511,102.56178345110004,0.0
2019-03-25 12:00:00,107.46991718842192,110.9783781339,336.4360065,0.0,0.0,0.0,0.0,339.94447,447.4143846339,107.46991463389998,0.0
2019-03-25 13:00:00,113.85713283302877,115.3550367524,325.42537356,0.0,0.0,0.0,0.0,326.92328,440.7804103124,113.85713031240005,0.0
2019-03-25 14:00:00,117.3322931002663,124.71943462670001,280.77113997,0.0,0.0,0.0,0.0,288.15828,405.49057459669996,117.33229459669997,0.0
2019-03-25 15:00:00,131.80772341759177,88.3471600915,244.680732,179.69381,0.0,0.0,0.0,21.526365,333.0278920915,311.5015270915,-179.69381
2019-03-25 16:00:00,186.61064238994783,29.1124478133,215.31904415999998,0.0,0.0,0.0,175.14386,57.820851,244.43149197329998,186.61064097329998,0.0
2019-03-25 17:00:00,243.00173635163196,0.1981883148,217.76585147999998,0.0,25.037695,0.0,175.14386,0.0,217.9640397948,217.9640397948,25.037695
2019-03-25 18:00:00,280.73308896609115,0.0,223.27116794999998,0.0,57.46192,0.0,149.45572,0.0,223.27116794999998,223.27116794999998,57.46192
2019-03-25 19:00:00,304.2107135927042,0.0,241.62222285,0.0,62.588489,0.0,90.501039,0.0,241.62222285,241.62222285,62.588489
2019-03-25 20:00:00,307.6155571277087,0.0,281.99454363,0.0,25.621012,0.0,26.286603,0.0,281.99454363,281.99454363,25.621012
2019-03-25 21:00:00,275.3644898205015,0.0,319.92005709,0.0,0.0,0.0,0.0,44.555569,319.92005709,275.36448809,0.0
2019-03-25 22:00:00,226.85390919429267,0.0,371.30301081,0.0,0.0,0.0,0.0,144.4491,371.30301081,226.85391081,0.0
2019-03-25 23:00:00,163.21220901000825,0.0,423.90936818999995,0.0,0.0,0.0,0.0,260.69716,423.90936818999995,163.21220818999996,0.0
2019-03-26 00:00:00,110.35758207865241,0.0,436.75510661999994,0.0,0.0,0.0,0.0,326.39753,436.75510661999994,110.35757661999992,0.0
2019-03-26 01:00:00,83.86610644169903,0.0,441.03701943,0.0,0.0,0.0,0.0,357.17092,441.03701943,83.86609942999996,0.0
2019-03-26 02:00:00,73.08655068686578,0.0,446.54233589999996,0.0,0.0,0.0,0.0,373.45579,446.54233589999996,73.08654589999998,0.0
2019-03-26 03:00:00,67.67670688385884,0.0,439.20191393999994,0.0,0.0,0.0,0.0,371.52521,439.20191393999994,67.67670393999992,0.0
2019-03-26 04:00:00,76.98742979181868,0.0,436.14340479,0.0,0.0,0.0,0.0,359.15598,436.14340479,76.98742478999998,0.0
2019-03-26 05:00:00,96.95352532807914,0.9791446505,420.23915721000003,0.0,0.0,0.0,0.0,324.26478,421.21830186050005,96.95352186050008,0.0
2019-03-26 06:00:00,119.978908207842,30.6200946366,383.53704740999996,0.0,0.0,0.0,0.0,294.17824,414.1571420466,119.97890204659996,0.0
2019-03-26 07:00:00,113.50576391023552,87.7478763777,400.05299682,0.0,0.0,0.0,0.0,374.29511,487.80087319769996,113.50576319769993,0.0
2019-03-26 08:00:00,116.50776477685517,130.8727099243,388.43066204999997,0.0,0.0,0.0,0.0,402.79561,519.3033719743,116.50776197430002,0.0
2019-03-26 09:00:00,114.04912592404858,153.525162429,319.92005709,0.0,0.0,0.0,0.0,359.3961,473.44521951900003,114.04911951900004,0.0
2019-03-26 10:00:00,102.6241945153697,174.58503026120002,252.63285578999998,0.0,0.0,0.0,0.0,324.5937,427.2178860512,102.62418605120001,0.0
2019-03-26 11:00:00,104.3537929591315,181.3588237349,222.65946612,0.0,0.0,0.0,0.0,299.6645,404.0182898549,104.35378985490001,0.0
2019-03-26 12:00:00,109.10578853679658,181.7245283634,221.43606246,0.0,0.0,0.0,0.0,294.05481,403.16059082339996,109.10578082339998,0.0
2019-03-26 13:00:00,115.73104658683587,160.7637546886,237.34031004,125.94707,0.0,0.0,0.0,156.42595,398.10406472859995,241.67811472859995,-125.94707
2019-03-26 14:00:00,118.990307928216,109.9544051741,233.05839723,224.0225,0.0,0.0,122.75802,0.0,343.0128024041,343.0128024041,-224.0225
2019-03-26 15:00:00,133.16993971720157,66.95461901659999,206.14351671,139.9282,0.0,0.0,341.10814,0.0,273.0981357266,273.0981357266,-139.9282
2019-03-26 16:00:00,187.61860660588212,17.978511414,174.33502154999996,0.0,0.0,0.0,477.49327,4.6949276,192.31353296399996,187.61860536399996,0.0
2019-03-26 17:00:00,243.81720921755976,0.3161575498,163.32438861,0.0,80.176662,0.0,477.49327,0.0,163.6405461598,163.6405461598,80.176662
2019-03-26 18:00:00,281.46600326840576,0.0,174.33502154999996,0.0,107.13098,0.0,395.23375,0.0,174.33502154999996,174.33502154999996,107.13098
2019-03-26 19:00:00,305.01406857020277,0.0,190.23926913,0.0,114.7748,0.0,285.31969,0.0,190.23926913,190.23926913,114.7748
2019-03-26 20:00:00,308.4247531017881,0.0,192.68607645,0.0,115.73868,0.0,167.56323,0.0,192.68607645,192.68607645,115.73868
2019-03-26 21:00:00,276.3582438507252,0.0,228.77648442,0.0,47.581758,0.0,48.817854,0.0,228.77648442,228.77648442,47.581758
2019-03-26 22:00:00,227.92634232025017,0.0,241.62222285,0.0,0.0,0.0,0.0,13.695882,241.62222285,227.92634085,0.0
2019-03-26 23:00:00,164.512833308359,0.0,261.80838323999996,0.0,0.0,0.0,0.0,97.295551,261.80838323999996,164.51283223999997,0.0
2019-03-27 00:00:00,111.99942519218814,0.0,294.22858023,0.0,0.0,0.0,0.0,182.22916,294.22858023,111.99942022999997,0.0
2019-03-27 01:00:00,85.83011974724178,0.0,323.59026807,0.0,0.0,0.0,0.0,237.76015,323.59026807,85.83011806999997,0.0
2019-03-27 02:00:00,75.37225469962175,0.0,343.16472663,0.0,0.0,0.0,0.0,267.79247,343.16472663,75.37225663000004,0.0
2019-03-27 03:00:00,70.2549837999773,0.0,351.11685041999993,0.0,0.0,0.0,0.0,280.86187,351.11685041999993,70.25498041999992,0.0
2019-03-27 04:00:00,79.74294172359149,0.0,329.09558454,0.0,0.0,0.0,0.0,249.35264,329.09558454,79.74294454,0.0
2019-03-27 05:00:00,99.76365493683504,0.0589846175,311.96793329999997,0.0,0.0,0.0,0.0,212.26326,312.0269179175,99.76365791749998,0.0
2019-03-27 06:00:00,118.9301441948949,3.0955127264,296.06368571999997,0.0,0.0,0.0,0.0,180.22906,299.15919844639996,118.93013844639995,0.0
2019-03-27 07:00:00,116.0784177774068,10.647903151100001,313.19133696,0.0,0.0,0.0,0.0,207.76082,323.8392401111,116.07842011110003,0.0
2019-03-27 08:00:00,118.38486056611366,68.7359544651,322.97856624,0.0,0.0,0.0,0.0,273.32966,391.7145207051,118.38486070510004,0.0
2019-03-27 09:00:00,115.12055649089126,78.6288545122,367.63279982999995,0.0,0.0,0.0,0.0,331.1411,446.26165434219996,115.12055434219997,0.0
2019-03-27 10:00:00,102.83311911695141,91.87915898739999,393.93597852,0.0,0.0,0.0,0.0,382.98202,485.8151375074,102.8331175074,0.0
2019-03-27 11:00:00,104.19521426091444,72.8129712267,399.44129499,0.0,0.0,0.0,0.0,368.05906,472.2542662167,104.1952062167,0.0
2019-03-27 12:00:00,108.91926895195033,79.2564508424,387.20725839,0.0,0.0,0.0,0.0,357.54444,466.4637092324,108.91926923239998,0.0
2019-03-27 13:00:00,115.3827662683218,64.39940538649999,371.30301081,0.0,0.0,0.0,0.0,320.31965,435.7024161965,115.38276619649997,0.0
2019-03-27 14:00:00,118.62254309125701,31.783271293699997,351.11685041999993,0.0,0.0,0.0,0.0,264.27758,382.90012171369995,118.62254171369995,0.0
2019-03-27 15:00:00,132.78892366411878,11.8559081175,317.47324977,85.557041,0.0,0.0,0.0,110.9832,329.3291578875,218.3459578875,-85.557041
2019-03-27 16:00:00,187.37524627818942,3.9047816785000005,285.05305278000003,0.0,0.0,0.0,83.390688,101.58259,288.95783445850003,187.37524445850005,0.0
2019-03-27 17:00:00,243.6331306462102,0.023593847,270.37220886,0.0,0.0,0.0,83.390688,26.762674,270.395802707,243.63312870699997,0.0
2019-03-27 18:00:00,281.28114008557554,0.0,286.88815826999996,5.6070199,0.0,0.0,83.390688,0.0,286.88815826999996,286.88815826999996,-5.6070199
2019-03-27 19:00:00,304.7292546025965,0.0,280.15943814,0.0,24.569815,0.0,88.855735,0.0,280.15943814,280.15943814,24.569815
2019-03-27 20:00:00,308.01339873810707,0.0,263.64348873,0.0,44.369908,0.0,63.647637,0.0,263.64348873,263.64348873,44.369908
2019-03-27 21:00:00,275.80430814513363,0.0,258.13817226,0.0,17.666134,0.0,18.125071,0.0,258.13817226,258.13817226,17.666134
2019-03-27 22:00:00,227.14953336452572,0.0,258.13817226,0.0,0.0,0.0,0.0,30.98864,258.13817226,227.14953225999997,0.0
2019-03-27 23:00:00,163.4002978178166,0.0,247.12753932,0.0,0.0,0.0,0.0,83.727243,247.12753932,163.40029632,0.0
2019-03-28 00:00:00,110.42749967951559,0.0,252.63285578999998,0.0,0.0,0.0,0.0,142.20536,252.63285578999998,110.42749578999997,0.0
2019-03-28 01:00:00,83.67701507477616,0.0,274.04241984,0.0,0.0,0.0,0.0,190.36541,274.04241984,83.67700983999998,0.0
2019-03-28 02:00:00,72.72144481103673,0.0,267.31369971,0.0,0.0,0.0,0.0,194.59226,267.31369971,72.72143970999997,0.0
2019-03-28 03:00:00,67.43953626896086,0.0,269.76050703,0.0,0.0,0.0,0.0,202.32097,269.76050703,67.43953703,0.0
2019-03-28 04:00:00,76.33415355482619,0.0,256.9147686,0.0,0.0,0.0,0.0,180.58062,256.9147686,76.33414859999999,0.0
2019-03-28 05:00:00,95.54222722137953,0.4270486307,211.03713134999998,0.0,0.0,0.0,0.0,115.92195,211.46417998069998,95.54222998069999,0.0
2019-03-28 06:00:00,114.32626197197429,10.6313874582,172.49991605999998,0.0,0.0,0.0,0.0,68.805043,183.13130351819999,114.32626051819999,0.0
2019-03-28 07:00:00,110.6649472746665,37.6840924284,185.95735631999997,0.0,0.0,0.0,0.0,112.9765,223.64144874839997,110.66494874839996,0.0
2019-03-28 08:00:00,106.91244584892313,54.6834591919,196.96798926,0.0,0.0,0.0,0.0,144.739,251.6514484519,106.91244845189999,0.0
2019-03-28 09:00:00,104.27840274058417,75.9320778001,209.81372769,0.0,0.0,0.0,0.0,181.46741,285.7458054901,104.2783954901,0.0
2019-03-28 10:00:00,92.5705317139489,115.70894445740001,244.680732,0.0,0.0,0.0,0.0,267.81915,360.3896764574,92.57052645740004,0.0
2019-03-28 11:00:00,94.2819969145941,163.95600218769997,281.3828418,0.0,0.0,0.0,0.0,351.05685,445.3388439877,94.28199398769999,0.0
2019-03-28 12:00:00,99.75182481832783,156.6230345401,296.67538755,0.0,0.0,0.0,0.0,353.5466,453.29842209009996,99.75182209009995,0.0
2019-03-28 13:00:00,105.51972046725922,102.83614153420001,296.06368571999997,0.0,0.0,0.0,0.0,293.38011,398.8998272542,105.51971725419997,0.0
2019-03-28 14:00:00,108.88660435011761,72.7185958387,288.72326375999995,0.0,0.0,0.0,0.0,252.55526,361.4418595986999,108.88659959869992,0.0
2019-03-28 15:00:00,123.36796284307741,46.4657222818,269.76050703,132.37784,0.0,0.0,0.0,60.480433,316.2262293118,255.7457963118,-132.37784
2019-03-28 16:00:00,178.27418899376562,27.8808489999,245.29243383,0.0,0.0,0.0,129.02595,94.899096,273.1732828299,178.27418682990003,0.0
2019-03-28 17:00:00,241.3207934326261,0.45772063179999994,239.17541553,0.0,1.6876558,0.0,129.02595,0.0,239.6331361618,239.6331361618,1.6876558
2019-03-28 18:00:00,279.9868362685992,0.0,263.64348873,0.0,16.343346,0.0,127.29446,0.0,263.64348873,263.64348873,16.343346
2019-03-28 19:00:00,303.2519619524396,0.0,270.37220886,0.0,32.879751,0.0,110.52654,0.0,270.37220886,270.37220886,32.879751
2019-03-28 20:00:00,306.3160661570531,0.0,259.97327774999997,0.0,46.342787,0.0,76.792623,0.0,259.97327774999997,259.97327774999997,46.342787
2019-03-28 21:00:00,273.797838640563,0.0,245.29243383,0.0,28.505403,0.0,29.245927,0.0,245.29243383,245.29243383,28.505403
2019-03-28 22:00:00,224.71893776494315,0.0,231.83499357,0.0,0.0,0.0,0.0,7.1160572,231.83499357,224.71893637,0.0
2019-03-28 23:00:00,160.82729523443146,0.0,225.10627344,0.0,0.0,0.0,0.0,64.27898,225.10627344,160.82729344,0.0
2019-03-29 00:00:00,107.8573304153675,0.0,236.72860821,0.0,0.0,0.0,0.0,128.87128,236.72860821,107.85732820999999,0.0
2019-03-29 01:00:00,81.32867291211959,0.0,248.96264480999997,0.0,0.0,0.0,0.0,167.63397,248.96264480999997,81.32867480999997,0.0
2019-03-29 02:00:00,70.58573235973337,0.0,252.63285578999998,0.0,0.0,0.0,0.0,182.04712,252.63285578999998,70.58573578999997,0.0
2019-03-29 03:00:00,65.11468886120787,0.0,283.82964912,0.0,0.0,0.0,0.0,218.71496,283.82964912,65.11468912000001,0.0
2019-03-29 04:00:00,74.22232816416681,0.0,332.76579552,0.0,0.0,0.0,0.0,258.54347,332.76579552,74.22232551999997,0.0
2019-03-29 05:00:00,93.96507096550013,1.9913206868,341.32962114000003,0.0,0.0,0.0,0.0,249.35587,343.32094182680004,93.96507182680003,0.0
2019-03-29 06:00:00,113.12192693815408,39.472506031,365.18599250999995,0.0,0.0,0.0,0.0,291.53657,404.658498541,113.12192854099999,0.0
2019-03-29 07:00:00,109.65088052499081,100.2526152877,394.54768035,0.0,0.0,0.0,0.0,385.14942,494.8002956377,109.65087563769998,0.0
2019-03-29 08:00:00,105.94850705497844,153.5817876618,459.38807433,0.0,0.0,0.0,0.0,507.02136,612.9698619918,105.94850199180001,0.0
2019-03-29 09:00:00,103.42339417391923,191.12195762349998,480.79763838,0.0,0.0,0.0,0.0,568.49621,671.9195960035,103.42338600350001,0.0
2019-03-29 10:00:00,91.90840680303174,211.82791775069998,480.18593655,0.0,0.0,0.0,0.0,600.10545,692.0138543007,91.9084043007,0.0
2019-03-29 11:00:00,93.80242494159138,219.0334786245,472.23381276,0.0,0.0,0.0,0.0,597.46487,691.2672913844999,93.8024213844999,0.0
2019-03-29 12:00:00,99.42254953346489,208.6427484057,463.66998714,0.0,0.0,0.0,0.0,572.89019,672.3127355457,99.42254554570002,0.0
2019-03-29 13:00:00,105.25630895727421,182.94668963799998,456.94126701,0.0,0.0,0.0,0.0,534.63165,639.887956648,105.25630664799996,0.0
2019-03-29 14:00:00,108.7432819862535,142.4195386461,452.04765237,0.0,0.0,0.0,0.0,485.72391,594.4671910161,108.74328101609996,0.0
2019-03-29 15:00:00,123.42223180384713,89.0880068873,447.15403772999997,0.0,0.0,0.0,0.0,412.81982,536.2420446172999,123.42222461729995,0.0
2019-03-29 16:00:00,178.5380363990182,31.3585820477,418.40405172000004,0.0,0.0,0.0,0.0,271.2246,449.76263376770004,178.53803376770003,0.0
2019-03-29 17:00:00,241.84827029549706,0.6087212526000001,383.53704740999996,0.0,0.0,0.0,0.0,142.2975,384.14576866259995,241.84826866259993,0.0
2019-03-29 18:00:00,280.6458227335926,0.0,353.56365773999994,0.0,0.0,0.0,0.0,72.917837,353.56365773999994,280.6458207399999,0.0
2019-03-29 19:00:00,303.8326180379114,0.0,346.2232357799999,0.0,0.0,0.0,0.0,42.39062,346.2232357799999,303.8326157799999,0.0
2019-03-29 20:00:00,306.81037139008845,0.0,321.75516258,0.0,0.0,0.0,0.0,14.944793,321.75516258,306.81036958,0.0
2019-03-29 21:00:00,274.1357882412438,0.0,304.62751134,0.0,0.0,0.0,0.0,30.491725,304.62751134,274.13578634000004,0.0
2019-03-29 22:00:00,224.83166028104844,0.0,280.77113997,0.0,0.0,0.0,0.0,55.939481,280.77113997,224.83165896999998,0.0
2019-03-29 23:00:00,160.6151014183456,0.0,259.97327774999997,0.0,0.0,0.0,0.0,99.358178,259.97327774999997,160.61509974999996,0.0
2019-03-30 00:00:00,107.34990473478898,0.0,228.16478259,0.0,0.0,0.0,0.0,120.81488,228.16478259,107.34990258999999,0.0
2019-03-30 01:00:00,80.77233978255836,0.0,217.15414964999997,0.0,0.0,0.0,0.0,136.38181,217.15414964999997,80.77233964999996,0.0
2019-03-30 02:00:00,70.05568371478584,0.0,189.01586547,0.0,0.0,0.0,0.0,118.96018,189.01586547,70.05568547,0.0
2019-03-30 03:00:00,64.62984255547174,0.0,162.71268678,0.0,0.0,0.0,0.0,98.082845,162.71268678,64.62984178,0.0
2019-03-30 04:00:00,73.77183040548816,0.0,154.14886116,0.0,0.0,0.0,0.0,80.377032,154.14886116,73.77182916,0.0
2019-03-30 05:00:00,93.53292439757152,1.7365071392,160.87758129,0.0,0.0,0.0,0.0,69.081165,162.6140884292,93.5329234292,0.0
2019-03-30 06:00:00,112.76122360452418,34.1237809161,171.2765124,0.0,0.0,0.0,0.0,92.639071,205.4002933161,112.7612223161,0.0
2019-03-30 07:00:00,110.25171856133568,84.4305814895,191.46267279,0.0,0.0,0.0,0.0,165.64154,275.8932542795,110.25171427950002,0.0
2019-03-30 08:00:00,112.96380548572334,142.6342426538,229.99988807999998,0.0,0.0,0.0,0.0,259.67033,372.63413073379996,112.96380073379999,0.0
2019-03-30 09:00:00,110.43747209791584,186.2403906792,296.06368571999997,0.0,0.0,0.0,0.0,371.86661,482.30407639919997,110.43746639919999,0.0
2019-03-30 10:00:00,98.94767947347385,209.53459582230002,366.40939617,0.0,0.0,0.0,0.0,476.99632,575.9439919923,98.94767199229995,0.0
2019-03-30 11:00:00,100.87338719796087,209.9120973743,419.62745538,0.0,0.0,0.0,0.0,528.66617,629.5395527543001,100.87338275430011,0.0
2019-03-30 12:00:00,105.83914581467386,187.10864424879998,452.04765237,0.0,0.0,0.0,0.0,533.31716,639.1562966188,105.83913661880001,0.0
2019-03-30 13:00:00,112.59499808677417,179.03954857480002,463.66998714,0.0,0.0,0.0,0.0,530.11454,642.7095357148,112.5949957148,0.0
2019-03-30 14:00:00,116.28169832719678,142.5563829587,458.7763725,0.0,0.0,0.0,0.0,485.05106,601.3327554586999,116.28169545869991,0.0
2019-03-30 15:00:00,131.12210375177105,83.35706145099999,436.14340479,0.0,0.0,0.0,0.0,388.37837,519.5004662409999,131.1220962409999,0.0
2019-03-30 16:00:00,186.60044244069462,31.297238045500002,400.05299682,0.0,0.0,0.0,0.0,244.7498,431.3502348655,186.6004348655,0.0
2019-03-30 17:00:00,243.90556518822666,0.5001895564,361.51578152999997,0.0,0.0,0.0,0.0,118.11041,362.0159710864,243.90556108639998,0.0
2019-03-30 18:00:00,282.283088946822,0.0,341.94132297000004,0.0,0.0,0.0,0.0,59.658236,341.94132297000004,282.28308697000006,0.0
2019-03-30 19:00:00,305.22543418528073,0.0,344.38813028999994,0.0,0.0,0.0,0.0,39.162698,344.38813028999994,305.22543228999996,0.0
2019-03-30 20:00:00,307.94818880612956,0.0,341.94132297000004,0.0,0.0,0.0,0.0,33.993136,341.94132297000004,307.94818697000005,0.0
2019-03-30 21:00:00,275.3522847530196,0.0,340.10621748,0.0,0.0,0.0,0.0,64.753935,340.10621748,275.35228248,0.0
2019-03-30 22:00:00,225.93770093210907,0.0,321.14346075,0.0,0.0,0.0,0.0,95.205762,321.14346075,225.93769874999998,0.0
2019-03-30 23:00:00,161.4128769364237,0.0,310.74452964,0.0,0.0,0.0,0.0,149.33165,310.74452964,161.41287964,0.0
2019-03-31 00:00:00,107.9175711412982,0.0,325.42537356,0.0,0.0,0.0,0.0,217.5078,325.42537356,107.91757356000002,0.0
2019-03-31 01:00:00,81.15060969545753,0.0,352.95195591,0.0,0.0,0.0,0.0,271.80135,352.95195591,81.15060590999997,0.0
2019-03-31 02:00:00,70.04605042938012,0.0,405.55831329,0.0,0.0,0.0,0.0,335.51227,405.55831329,70.04604329,0.0
2019-03-31 03:00:00,64.33835939027728,0.0,397.60618949999997,0.0,0.0,0.0,0.0,333.26783,397.60618949999997,64.33835949999997,0.0
2019-03-31 04:00:00,73.37577596568606,0.0,398.21789133,0.0,0.0,0.0,0.0,324.84212,398.21789133,73.37577132999996,0.0
2019-03-31 05:00:00,93.34178432289293,2.1588370005,415.95724440000004,0.0,0.0,0.0,0.0,324.7743,418.11608140050004,93.34178140050005,0.0
2019-03-31 06:00:00,113.16054725883028,46.7134576753,401.88810231,0.0,0.0,0.0,0.0,335.44102,448.6015599853,113.16053998530003,0.0
2019-03-31 07:00:00,110.88551027988379,107.7271460173,452.6593542,0.0,0.0,0.0,0.0,449.50099,560.3865002173,110.88551021729995,0.0
2019-03-31 08:00:00,113.25441686038334,164.2792378916,433.69659747,0.0,0.0,0.0,0.0,484.72142,597.9758353615999,113.25441536159991,0.0
2019-03-31 09:00:00,110.90527489870345,203.2798669826,379.86683643,0.0,0.0,0.0,0.0,472.24143,583.1467034126,110.90527341260002,0.0
2019-03-31 10:00:00,99.7969342226114,225.21270715379998,325.42537356,252.36036,0.0,0.0,0.0,198.48079,550.6380807138,352.1572907138,-252.36036
2019-03-31 11:00:00,102.05318132823629,227.6617484724,292.39347474,418.00205,0.0,0.0,245.97046,0.0,520.0552232124,520.0552232124,-418.00205
2019-03-31 12:00:00,107.57361667249509,216.0512163637,283.82964912,10.584048,0.0,0.0,653.38845,381.72321,499.8808654837,118.15765548370001,-10.584048
2019-03-31 13:00:00,114.74906172882783,187.4365987221,285.05305278000003,0.26799409,0.0,0.0,663.70451,357.4726,472.48965150210006,115.01705150210006,-0.26799409
